Timestamp,Date,Game,Players,Winner,Duration (minutes),Score
2/28/2015 1:05:35,2/27/2015,Pit,"Becky,Brian,Charity,Judy,Justin,Megan,Melissa,Shane",Brian,2,
2/28/2015 1:06:12,2/27/2015,Pit,"Becky,Brian,Charity,Judy,Justin,Megan,Melissa,Shane",Becky,1,
2/28/2015 1:06:52,2/27/2015,Pit,"Becky,Brian,Charity,Judy,Justin,Megan,Melissa,Shane",Brian,2,
2/28/2015 1:07:26,2/27/2015,Pit,"Becky,Brian,Charity,Judy,Justin,Megan,Melissa,Shane",Brian,2,
2/28/2015 1:08:14,2/27/2015,Pit,"Becky,Brian,Charity,Judy,Justin,Megan,Melissa,Shane",Justin,4,
2/28/2015 1:09:28,2/27/2015,Mascarade,"Becky,Brian,Charity,Judy,Justin,Megan,Melissa,Shane",Megan,30,13
2/28/2015 1:10:24,2/27/2015,Pandemic,"Brian,Justin",Nobody,42,2
3/1/2015 17:47:52,3/1/2015,Tales of the Arabian Nights,"Brian,Megan,Melissa",Megan,127,"11 destiny, 12 story "
3/1/2015 18:58:00,3/1/2015,Dixit,"Brian,Megan,Melissa",Melissa,50,27
3/5/2015 23:12:18,3/5/2015,Caverna,"Brian,Jay,Keith,Melissa",Jay,165,72
3/6/2015 23:46:29,3/6/2015,Say Anything,"Becky,Brian,Chris,Melissa,Nathan,Selah",Melissa,42,39
3/6/2015 23:47:12,3/6/2015,King of Tokyo,"Becky,Brian,Chris,Melissa,Nathan,Selah",Selah,34,20
3/6/2015 23:47:54,3/6/2015,Dixit,"Becky,Brian,Chris,Melissa,Nathan,Selah",Brian,47,26
3/6/2015 23:48:30,3/6/2015,Taboo,"Becky,Brian,Chris,Melissa,Nathan,Selah",Nobody,40,
3/7/2015 23:05:34,3/7/2015,Say Anything,"Aaron/Rachel,Becky/Chris,Brian/Melissa,Charity/Justin,Judy/Shane","Brian/Melissa,Judy/Shane",61,16
3/7/2015 23:07:01,3/7/2015,Dixit,"Aaron/Rachel,Becky/Chris,Brian/Melissa,Charity/Justin,Judy/Shane",Charity/Justin,53,30
3/8/2015 23:08:01,3/8/2015,Agricola,"Brian,Melissa",Melissa,99,38
3/12/2015 22:09:30,3/12/2015,Seasons,"Brian,Melissa",Brian,79,156
3/14/2015 16:07:37,3/14/2015,Huggermugger,"Brian,Melissa",Melissa,40,
3/20/2015 22:17:07,3/20/2015,Caverna,"Brian,Jay,Melissa",Jay,127,78
3/23/2015 21:56:42,3/23/2015,Kingsburg,"Brian,Greg,Jay,Melissa",Brian,87,30
3/23/2015 23:09:10,3/23/2015,Dixit,"Brian,Greg,Jay,Melissa",Melissa,40,30
3/26/2015 22:31:36,3/26/2015,Dice Town,"Brian,Melissa",Brian,55,82
3/27/2015 23:59:09,3/27/2015,Star Realms,"Brian,Melissa",Brian,29,52
3/28/2015 15:47:11,3/28/2015,King of Tokyo,"Brian,Greg,Laura,Melissa,Scott",Scott,37,8
3/28/2015 17:03:05,3/28/2015,Dice Town,"Brian,Greg,Laura,Melissa,Scott",Brian,57,41
3/28/2015 17:51:18,3/28/2015,Dixit,"Brian,Greg,Laura,Melissa,Scott",Brian,25,30
3/28/2015 18:53:55,3/28/2015,Dixit,"Brian,Greg,Laura,Melissa,Scott",Laura,37,30
4/2/2015 22:12:57,4/2/2015,Star Realms,"Brian,Melissa",Brian,32,23
4/2/2015 22:17:20,4/2/2015,"But Wait, There's More! ","Brian,Greg,Jay,Melissa",Greg,20,21
4/2/2015 22:18:06,4/2/2015,"But Wait, There's More! ","Brian,Greg,Jay,Josh,Melissa",Melissa,21,24
4/5/2015 0:02:10,4/4/2015,Ca$h 'n Guns,"Brian,JJ,Megan,Melissa,Micah,Scott,Shannon",JJ,36,155000
4/5/2015 0:02:48,4/4/2015,Ca$h 'n Guns,"Brian,JJ,Megan,Melissa,Micah,Scott,Shannon",Brian,32,161000
4/5/2015 0:03:53,4/4/2015,"But Wait, There's More!","Brian/Melissa,JJ/Shannon,Megan,Micah,Scott",Nobody,30,
4/5/2015 0:04:34,4/4/2015,Dice Town,"Brian,Megan,Melissa,Micah,Scott",Megan,50,29
4/5/2015 17:57:50,4/5/2015,"But Wait, There's More!","Brian,Charity,Judy,Justin,Melissa,Shane",Nobody,61,
4/7/2015 21:36:50,4/7/2015,Splendor,"Brian,Melissa",Brian,32,15
4/9/2015 22:13:45,4/9/2015,Tzolk'in,"Brian,Greg,Jay,Melissa",Jay,111,73
4/11/2015 22:26:35,4/11/2015,Splendor,"Brian,Melissa",Brian,37,15
4/12/2015 21:45:54,4/12/2015,Splendor,"Brian,Melissa",Brian,30,15
4/12/2015 22:11:46,4/12/2015,Splendor,"Brian,Melissa",Brian,24,15
4/14/2015 21:41:31,4/14/2015,Splendor,"Brian,Melissa",Brian,33,16
4/16/2015 20:21:26,4/16/2015,King of Tokyo,"Brayden,Brian,Bryslyn,Charity,Justin,Melissa",Brayden,46,4
4/17/2015 15:38:29,4/17/2015,Pandemic,"Brian,Luke,Zach",Nobody,37,3
4/17/2015 17:05:16,4/17/2015,Splendor,"Brian,Luke,Sue,Zach",Zach,72,16
4/17/2015 19:22:20,4/17/2015,Dice Town,"Don,Luke,Melissa,Sue,Zach",Luke,64,34
4/17/2015 22:54:09,4/17/2015,Trains,"Brian,Luke,Zach",Brian,73,46
4/17/2015 23:33:40,4/17/2015,Fluxx,"Brian,Luke,Zach",Zach,25,
4/18/2015 10:12:50,4/18/2015,Star Realms,"Brian,Zach",Zach,34,24
4/18/2015 11:23:23,4/18/2015,Splendor,"Brian,Luke,Melissa,Zach",Brian,34,15
4/18/2015 23:30:36,4/18/2015,Star Realms,"Brian,Zach",Brian,25,46
4/19/2015 13:45:57,4/19/2015,Dice Masters,"Brian,Zach",Brian,85,14
4/20/2015 22:56:23,4/20/2015,Gravwell,"Brian,Melissa",Brian,25,45
4/23/2015 21:00:03,4/23/2015,Kingsport Festival,"Brian,Jay,Melissa",Jay,99,37
4/23/2015 22:00:05,4/23/2015,Gravwell,"Brian,Jay,Melissa",Jay,38,48
4/28/2015 19:56:02,4/28/2015,Volt: Robot Battle Arena,"Brian,Luke,Zach",Brian,26,2
5/10/2015 22:35:29,5/10/2015,Dutch Blitz,"Brian,Megan,Melissa",Megan,41,103 (six rounds)
5/11/2015 22:53:27,5/11/2015,Dutch Blitz,"Brian,Megan,Melissa",Brian,68,81 (nine rounds)
5/12/2015 21:21:06,5/12/2015,Splendor,"Brian,Megan,Melissa",Brian,39,16
5/12/2015 22:19:59,5/12/2015,Pandemic,"Brian,Megan,Melissa",Nobody,50,2
5/13/2015 23:11:18,5/13/2015,Hanabi,"Brian,Megan,Melissa","Brian,Megan,Melissa",65,19
5/15/2015 15:14:47,5/15/2015,Dice Masters,"Brian,Zach",Brian,97,12
5/15/2015 16:31:33,5/15/2015,Splendor,"Brian,Luke,Melissa,Zach",Luke,46,15
5/15/2015 17:36:49,5/15/2015,Star Realms,"Brian,Zach",Zach,26,26
5/15/2015 23:51:59,5/15/2015,Dixit,"Brian/Melissa,Luke,Matt,Megan,Sue,Zach",Megan,78,31
